table,device,orientation,R1,R2,inclination_deg,effective_SC,source_pdf_page
C14,horizontal_projection,North-East & North-West,1.7,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,1.7,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,1.7,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,1.8,,0,0.5306,44
C14,horizontal_projection,North-East & North-West,1.8,,10,0.4965,44
C14,horizontal_projection,North-East & North-West,1.8,,20,0.4837,44
C14,horizontal_projection,North-East & North-West,1.8,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,1.8,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,1.8,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,1.9,,0,0.5253,44
C14,horizontal_projection,North-East & North-West,1.9,,10,0.4949,44
C14,horizontal_projection,North-East & North-West,1.9,,20,0.4821,44
C14,horizontal_projection,North-East & North-West,1.9,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,1.9,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,1.9,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,2.0,,0,0.5200,44
C14,horizontal_projection,North-East & North-West,2.0,,10,0.4936,44
C14,horizontal_projection,North-East & North-West,2.0,,20,0.4804,44
C14,horizontal_projection,North-East & North-West,2.0,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,2.0,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,2.0,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,2.1,,0,0.5162,44
C14,horizontal_projection,North-East & North-West,2.1,,10,0.4923,44
C14,horizontal_projection,North-East & North-West,2.1,,20,0.4787,44
C14,horizontal_projection,North-East & North-West,2.1,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,2.1,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,2.1,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,2.2,,0,0.5141,44
C14,horizontal_projection,North-East & North-West,2.2,,10,0.4909,44
C14,horizontal_projection,North-East & North-West,2.2,,20,0.4770,44
C14,horizontal_projection,North-East & North-West,2.2,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,2.2,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,2.2,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,2.3,,0,0.5119,44
C14,horizontal_projection,North-East & North-West,2.3,,10,0.4897,44
C14,horizontal_projection,North-East & North-West,2.3,,20,0.4759,44
C14,horizontal_projection,North-East & North-West,2.3,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,2.3,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,2.3,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,2.4,,0,0.5097,44
C14,horizontal_projection,North-East & North-West,2.4,,10,0.4886,44
C14,horizontal_projection,North-East & North-West,2.4,,20,0.4759,44
C14,horizontal_projection,North-East & North-West,2.4,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,2.4,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,2.4,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,2.5,,0,0.5075,44
C14,horizontal_projection,North-East & North-West,2.5,,10,0.4876,44
C14,horizontal_projection,North-East & North-West,2.5,,20,0.4759,44
C14,horizontal_projection,North-East & North-West,2.5,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,2.5,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,2.5,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,2.6,,0,0.5053,44
C14,horizontal_projection,North-East & North-West,2.6,,10,0.4865,44
C14,horizontal_projection,North-East & North-West,2.6,,20,0.4759,44
C14,horizontal_projection,North-East & North-West,2.6,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,2.6,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,2.6,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,2.7,,0,0.5047,44
C14,horizontal_projection,North-East & North-West,2.7,,10,0.4855,44
C14,horizontal_projection,North-East & North-West,2.7,,20,0.4759,44
C14,horizontal_projection,North-East & North-West,2.7,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,2.7,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,2.7,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,2.8,,0,0.5042,44
C14,horizontal_projection,North-East & North-West,2.8,,10,0.4844,44
C14,horizontal_projection,North-East & North-West,2.8,,20,0.4759,44
C14,horizontal_projection,North-East & North-West,2.8,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,2.8,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,2.8,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,2.9,,0,0.5036,44
C14,horizontal_projection,North-East & North-West,2.9,,10,0.4834,44
C14,horizontal_projection,North-East & North-West,2.9,,20,0.4759,44
C14,horizontal_projection,North-East & North-West,2.9,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,2.9,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,2.9,,50,0.4759,44
C14,horizontal_projection,North-East & North-West,3.0,,0,0.5031,44
C14,horizontal_projection,North-East & North-West,3.0,,10,0.4823,44
C14,horizontal_projection,North-East & North-West,3.0,,20,0.4759,44
C14,horizontal_projection,North-East & North-West,3.0,,30,0.4759,44
C14,horizontal_projection,North-East & North-West,3.0,,40,0.4759,44
C14,horizontal_projection,North-East & North-West,3.0,,50,0.4759,44
C15,horizontal_projection,South-East & South-West,0.1,,0,0.9253,45
C15,horizontal_projection,South-East & South-West,0.1,,10,0.9167,45
C15,horizontal_projection,South-East & South-West,0.1,,20,0.9107,45
C15,horizontal_projection,South-East & South-West,0.1,,30,0.9072,45
C15,horizontal_projection,South-East & South-West,0.1,,40,0.9065,45
C15,horizontal_projection,South-East & South-West,0.1,,50,0.9086,45
C15,horizontal_projection,South-East & South-West,0.2,,0,0.8574,45
C15,horizontal_projection,South-East & South-West,0.2,,10,0.8405,45
C15,horizontal_projection,South-East & South-West,0.2,,20,0.8280,45
C15,horizontal_projection,South-East & South-West,0.2,,30,0.8203,45
C15,horizontal_projection,South-East & South-West,0.2,,40,0.8177,45
C15,horizontal_projection,South-East & South-West,0.2,,50,0.8204,45
C15,horizontal_projection,South-East & South-West,0.3,,0,0.7964,45
C15,horizontal_projection,South-East & South-West,0.3,,10,0.7715,45
C15,horizontal_projection,South-East & South-West,0.3,,20,0.7527,45
C15,horizontal_projection,South-East & South-West,0.3,,30,0.7406,45
C15,horizontal_projection,South-East & South-West,0.3,,40,0.7355,45
C15,horizontal_projection,South-East & South-West,0.3,,50,0.7377,45
C15,horizontal_projection,South-East & South-West,0.4,,0,0.7413,45
C15,horizontal_projection,South-East & South-West,0.4,,10,0.7100,45
C15,horizontal_projection,South-East & South-West,0.4,,20,0.6862,45
C15,horizontal_projection,South-East & South-West,0.4,,30,0.6692,45
C15,horizontal_projection,South-East & South-West,0.4,,40,0.6601,45
C15,horizontal_projection,South-East & South-West,0.4,,50,0.6597,45
C15,horizontal_projection,South-East & South-West,0.5,,0,0.6981,45
C15,horizontal_projection,South-East & South-West,0.5,,10,0.6615,45
C15,horizontal_projection,South-East & South-West,0.5,,20,0.6321,45
C15,horizontal_projection,South-East & South-West,0.5,,30,0.6109,45
C15,horizontal_projection,South-East & South-West,0.5,,40,0.5985,45
C15,horizontal_projection,South-East & South-West,0.5,,50,0.5951,45
C15,horizontal_projection,South-East & South-West,0.6,,0,0.6578,45
C15,horizontal_projection,South-East & South-West,0.6,,10,0.6179,45
C15,horizontal_projection,South-East & South-West,0.6,,20,0.5890,45
C15,horizontal_projection,South-East & South-West,0.6,,30,0.5663,45
C15,horizontal_projection,South-East & South-West,0.6,,40,0.5503,45
C15,horizontal_projection,South-East & South-West,0.6,,50,0.5417,45
C15,horizontal_projection,South-East & South-West,0.7,,0,0.6289,45
C15,horizontal_projection,South-East & South-West,0.7,,10,0.5891,45
C15,horizontal_projection,South-East & South-West,0.7,,20,0.5555,45
C15,horizontal_projection,South-East & South-West,0.7,,30,0.5289,45
C15,horizontal_projection,South-East & South-West,0.7,,40,0.5107,45
C15,horizontal_projection,South-East & South-West,0.7,,50,0.5004,45
C15,horizontal_projection,South-East & South-West,0.8,,0,0.6059,45
C15,horizontal_projection,South-East & South-West,0.8,,10,0.5604,45
C15,horizontal_projection,South-East & South-West,0.8,,20,0.5251,45
C15,horizontal_projection,South-East & South-West,0.8,,30,0.5044,45
C15,horizontal_projection,South-East & South-West,0.8,,40,0.4880,45
C15,horizontal_projection,South-East & South-West,0.8,,50,0.4765,45
C15,horizontal_projection,South-East & South-West,0.9,,0,0.5828,45
C15,horizontal_projection,South-East & South-West,0.9,,10,0.5372,45
C15,horizontal_projection,South-East & South-West,0.9,,20,0.5096,45
C15,horizontal_projection,South-East & South-West,0.9,,30,0.4863,45
C15,horizontal_projection,South-East & South-West,0.9,,40,0.4702,45
C15,horizontal_projection,South-East & South-West,0.9,,50,0.4592,45
C15,horizontal_projection,South-East & South-West,1.0,,0,0.5619,45
C15,horizontal_projection,South-East & South-West,1.0,,10,0.5248,45
C15,horizontal_projection,South-East & South-West,1.0,,20,0.4942,45
C15,horizontal_projection,South-East & South-West,1.0,,30,0.4727,45
C15,horizontal_projection,South-East & South-West,1.0,,40,0.4573,45
C15,horizontal_projection,South-East & South-West,1.0,,50,0.4493,45
C15,horizontal_projection,South-East & South-West,1.1,,0,0.5502,45
C15,horizontal_projection,South-East & South-West,1.1,,10,0.5124,45
C15,horizontal_projection,South-East & South-West,1.1,,20,0.4826,45
C15,horizontal_projection,South-East & South-West,1.1,,30,0.4613,45
C15,horizontal_projection,South-East & South-West,1.1,,40,0.4507,45
C15,horizontal_projection,South-East & South-West,1.1,,50,0.4459,45
C15,horizontal_projection,South-East & South-West,1.2,,0,0.5413,45
C15,horizontal_projection,South-East & South-West,1.2,,10,0.5003,45
C15,horizontal_projection,South-East & South-West,1.2,,20,0.4722,45
C15,horizontal_projection,South-East & South-West,1.2,,30,0.4551,45
C15,horizontal_projection,South-East & South-West,1.2,,40,0.4477,45
C15,horizontal_projection,South-East & South-West,1.2,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,1.3,,0,0.5323,45
C15,horizontal_projection,South-East & South-West,1.3,,10,0.4923,45
C15,horizontal_projection,South-East & South-West,1.3,,20,0.4646,45
C15,horizontal_projection,South-East & South-West,1.3,,30,0.4516,45
C15,horizontal_projection,South-East & South-West,1.3,,40,0.4451,45
C15,horizontal_projection,South-East & South-West,1.3,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,1.4,,0,0.5234,45
C15,horizontal_projection,South-East & South-West,1.4,,10,0.4843,45
C15,horizontal_projection,South-East & South-West,1.4,,20,0.4596,45
C15,horizontal_projection,South-East & South-West,1.4,,30,0.4492,45
C15,horizontal_projection,South-East & South-West,1.4,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,1.4,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,1.5,,0,0.5150,45
C15,horizontal_projection,South-East & South-West,1.5,,10,0.4763,45
C15,horizontal_projection,South-East & South-West,1.5,,20,0.4558,45
C15,horizontal_projection,South-East & South-West,1.5,,30,0.4471,45
C15,horizontal_projection,South-East & South-West,1.5,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,1.5,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,1.6,,0,0.5096,45
C15,horizontal_projection,South-East & South-West,1.6,,10,0.4714,45
C15,horizontal_projection,South-East & South-West,1.6,,20,0.4538,45
C15,horizontal_projection,South-East & South-West,1.6,,30,0.4449,45
C15,horizontal_projection,South-East & South-West,1.6,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,1.6,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,1.7,,0,0.5042,45
C15,horizontal_projection,South-East & South-West,1.7,,10,0.4678,45
C15,horizontal_projection,South-East & South-West,1.7,,20,0.4521,45
C15,horizontal_projection,South-East & South-West,1.7,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,1.7,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,1.7,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,1.8,,0,0.4988,45
C15,horizontal_projection,South-East & South-West,1.8,,10,0.4642,45
C15,horizontal_projection,South-East & South-West,1.8,,20,0.4505,45
C15,horizontal_projection,South-East & South-West,1.8,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,1.8,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,1.8,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,1.9,,0,0.4933,45
C15,horizontal_projection,South-East & South-West,1.9,,10,0.4610,45
C15,horizontal_projection,South-East & South-West,1.9,,20,0.4489,45
C15,horizontal_projection,South-East & South-West,1.9,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,1.9,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,1.9,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,2.0,,0,0.4879,45
C15,horizontal_projection,South-East & South-West,2.0,,10,0.4598,45
C15,horizontal_projection,South-East & South-West,2.0,,20,0.4472,45
C15,horizontal_projection,South-East & South-West,2.0,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,2.0,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,2.0,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,2.1,,0,0.4841,45
C15,horizontal_projection,South-East & South-West,2.1,,10,0.4585,45
C15,horizontal_projection,South-East & South-West,2.1,,20,0.4456,45
C15,horizontal_projection,South-East & South-West,2.1,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,2.1,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,2.1,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,2.2,,0,0.4820,45
C15,horizontal_projection,South-East & South-West,2.2,,10,0.4572,45
C15,horizontal_projection,South-East & South-West,2.2,,20,0.4440,45
C15,horizontal_projection,South-East & South-West,2.2,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,2.2,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,2.2,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,2.3,,0,0.4798,45
C15,horizontal_projection,South-East & South-West,2.3,,10,0.4562,45
C15,horizontal_projection,South-East & South-West,2.3,,20,0.4429,45
C15,horizontal_projection,South-East & South-West,2.3,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,2.3,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,2.3,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,2.4,,0,0.4777,45
C15,horizontal_projection,South-East & South-West,2.4,,10,0.4552,45
C15,horizontal_projection,South-East & South-West,2.4,,20,0.4429,45
C15,horizontal_projection,South-East & South-West,2.4,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,2.4,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,2.4,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,2.5,,0,0.4755,45
C15,horizontal_projection,South-East & South-West,2.5,,10,0.4542,45
C15,horizontal_projection,South-East & South-West,2.5,,20,0.4429,45
C15,horizontal_projection,South-East & South-West,2.5,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,2.5,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,2.5,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,2.6,,0,0.4734,45
C15,horizontal_projection,South-East & South-West,2.6,,10,0.4532,45
C15,horizontal_projection,South-East & South-West,2.6,,20,0.4429,45
C15,horizontal_projection,South-East & South-West,2.6,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,2.6,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,2.6,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,2.7,,0,0.4712,45
C15,horizontal_projection,South-East & South-West,2.7,,10,0.4521,45
C15,horizontal_projection,South-East & South-West,2.7,,20,0.4429,45
C15,horizontal_projection,South-East & South-West,2.7,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,2.7,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,2.7,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,2.8,,0,0.4699,45
C15,horizontal_projection,South-East & South-West,2.8,,10,0.4511,45
C15,horizontal_projection,South-East & South-West,2.8,,20,0.4429,45
C15,horizontal_projection,South-East & South-West,2.8,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,2.8,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,2.8,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,2.9,,0,0.4694,45
C15,horizontal_projection,South-East & South-West,2.9,,10,0.4501,45
C15,horizontal_projection,South-East & South-West,2.9,,20,0.4429,45
C15,horizontal_projection,South-East & South-West,2.9,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,2.9,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,2.9,,50,0.4429,45
C15,horizontal_projection,South-East & South-West,3.0,,0,0.4688,45
C15,horizontal_projection,South-East & South-West,3.0,,10,0.4491,45
C15,horizontal_projection,South-East & South-West,3.0,,20,0.4429,45
C15,horizontal_projection,South-East & South-West,3.0,,30,0.4429,45
C15,horizontal_projection,South-East & South-West,3.0,,40,0.4429,45
C15,horizontal_projection,South-East & South-West,3.0,,50,0.4429,45
C16,vertical_projection,North & South,,0.1,0,0.9526,46
C16,vertical_projection,North & South,,0.1,10,0.9534,46
C16,vertical_projection,North & South,,0.1,20,0.9549,46
C16,vertical_projection,North & South,,0.1,30,0.9571,46
C16,vertical_projection,North & South,,0.1,40,0.9606,46
C16,vertical_projection,North & South,,0.1,50,0.9638,46
C16,vertical_projection,North & South,,0.2,0,0.9066,46
C16,vertical_projection,North & South,,0.2,10,0.9082,46
C16,vertical_projection,North & South,,0.2,20,0.9110,46
C16,vertical_projection,North & South,,0.2,30,0.9155,46
C16,vertical_projection,North & South,,0.2,40,0.9225,46
C16,vertical_projection,North & South,,0.2,50,0.9289,46
C16,vertical_projection,North & South,,0.3,0,0.8605,46
C16,vertical_projection,North & South,,0.3,10,0.8630,46
C16,vertical_projection,North & South,,0.3,20,0.8672,46
C16,vertical_projection,North & South,,0.3,30,0.8739,46
C16,vertical_projection,North & South,,0.3,40,0.8844,46
C16,vertical_projection,North & South,,0.3,50,0.8940,46
C16,vertical_projection,North & South,,0.4,0,0.8144,46
C16,vertical_projection,North & South,,0.4,10,0.8177,46
C16,vertical_projection,North & South,,0.4,20,0.8236,46
C16,vertical_projection,North & South,,0.4,30,0.8325,46
C16,vertical_projection,North & South,,0.4,40,0.8463,46
C16,vertical_projection,North & South,,0.4,50,0.8591,46
C16,vertical_projection,North & South,,0.5,0,0.7752,46
C16,vertical_projection,North & South,,0.5,10,0.7800,46
C16,vertical_projection,North & South,,0.5,20,0.7892,46
C16,vertical_projection,North & South,,0.5,30,0.8005,46
C16,vertical_projection,North & South,,0.5,40,0.8159,46
C16,vertical_projection,North & South,,0.5,50,0.8277,46
C16,vertical_projection,North & South,,0.6,0,0.7540,46
C16,vertical_projection,North & South,,0.6,10,0.7563,46
C16,vertical_projection,North & South,,0.6,20,0.7632,46
C16,vertical_projection,North & South,,0.6,30,0.7768,46
C16,vertical_projection,North & South,,0.6,40,0.7950,46
C16,vertical_projection,North & South,,0.6,50,0.8078,46
C16,vertical_projection,North & South,,0.7,0,0.7379,46
C16,vertical_projection,North & South,,0.7,10,0.7434,46
C16,vertical_projection,North & South,,0.7,20,0.7464,46
C16,vertical_projection,North & South,,0.7,30,0.7560,46
C16,vertical_projection,North & South,,0.7,40,0.7771,46
C16,vertical_projection,North & South,,0.7,50,0.7920,46
C16,vertical_projection,North & South,,0.8,0,0.7290,46
C16,vertical_projection,North & South,,0.8,10,0.7306,46
C16,vertical_projection,North & South,,0.8,20,0.7348,46
C16,vertical_projection,North & South,,0.8,30,0.7423,46
C16,vertical_projection,North & South,,0.8,40,0.7637,46
C16,vertical_projection,North & South,,0.8,50,0.7807,46
C16,vertical_projection,North & South,,0.9,0,0.7202,46
C16,vertical_projection,North & South,,0.9,10,0.7230,46
C16,vertical_projection,North & South,,0.9,20,0.7269,46
C16,vertical_projection,North & South,,0.9,30,0.7319,46
C16,vertical_projection,North & South,,0.9,40,0.7507,46
C16,vertical_projection,North & South,,0.9,50,0.7699,46
C16,vertical_projection,North & South,,1.0,0,0.7114,46
C16,vertical_projection,North & South,,1.0,10,0.7183,46
C16,vertical_projection,North & South,,1.0,20,0.7190,46
C16,vertical_projection,North & South,,1.0,30,0.7246,46
C16,vertical_projection,North & South,,1.0,40,0.7388,46
C16,vertical_projection,North & South,,1.0,50,0.7595,46
C16,vertical_projection,North & South,,1.1,0,0.7060,46
C16,vertical_projection,North & South,,1.1,10,0.7137,46
C16,vertical_projection,North & South,,1.1,20,0.7144,46
C16,vertical_projection,North & South,,1.1,30,0.7173,46
C16,vertical_projection,North & South,,1.1,40,0.7308,46
C16,vertical_projection,North & South,,1.1,50,0.7523,46
C16,vertical_projection,North & South,,1.2,0,0.7022,46
C16,vertical_projection,North & South,,1.2,10,0.7091,46
C16,vertical_projection,North & South,,1.2,20,0.7098,46
C16,vertical_projection,North & South,,1.2,30,0.7099,46
C16,vertical_projection,North & South,,1.2,40,0.7251,46
C16,vertical_projection,North & South,,1.2,50,0.7451,46
C16,vertical_projection,North & South,,1.3,0,0.7000,46
C16,vertical_projection,North & South,,1.3,10,0.7045,46
C16,vertical_projection,North & South,,1.3,20,0.7053,46
C16,vertical_projection,North & South,,1.3,30,0.7055,46
C16,vertical_projection,North & South,,1.3,40,0.7206,46
C16,vertical_projection,North & South,,1.3,50,0.7379,46
C16,vertical_projection,North & South,,1.4,0,0.6977,46
C16,vertical_projection,North & South,,1.4,10,0.6999,46
C16,vertical_projection,North & South,,1.4,20,0.7007,46
C16,vertical_projection,North & South,,1.4,30,0.7022,46
C16,vertical_projection,North & South,,1.4,40,0.7173,46
C16,vertical_projection,North & South,,1.4,50,0.7307,46
C16,vertical_projection,North & South,,1.5,0,0.6954,46
C16,vertical_projection,North & South,,1.5,10,0.6961,46
C16,vertical_projection,North & South,,1.5,20,0.6981,46
C16,vertical_projection,North & South,,1.5,30,0.7003,46
C16,vertical_projection,North & South,,1.5,40,0.7141,46
C16,vertical_projection,North & South,,1.5,50,0.7236,46
C16,vertical_projection,North & South,,1.6,0,0.6932,46
C16,vertical_projection,North & South,,1.6,10,0.6939,46
C16,vertical_projection,North & South,,1.6,20,0.6960,46
C16,vertical_projection,North & South,,1.6,30,0.6983,46
C16,vertical_projection,North & South,,1.6,40,0.7109,46
C16,vertical_projection,North & South,,1.6,50,0.7173,46
C16,vertical_projection,North & South,,1.7,0,0.6909,46
C16,vertical_projection,North & South,,1.7,10,0.6916,46
C16,vertical_projection,North & South,,1.7,20,0.6940,46
C16,vertical_projection,North & South,,1.7,30,0.6964,46
C16,vertical_projection,North & South,,1.7,40,0.7077,46
C16,vertical_projection,North & South,,1.7,50,0.7131,46
C16,vertical_projection,North & South,,1.8,0,0.6886,46
C16,vertical_projection,North & South,,1.8,10,0.6894,46
C16,vertical_projection,North & South,,1.8,20,0.6919,46
C16,vertical_projection,North & South,,1.8,30,0.6945,46
C16,vertical_projection,North & South,,1.8,40,0.7044,46
C16,vertical_projection,North & South,,1.8,50,0.7105,46
C16,vertical_projection,North & South,,1.9,0,0.6864,46
C16,vertical_projection,North & South,,1.9,10,0.6889,46
C16,vertical_projection,North & South,,1.9,20,0.6899,46
C16,vertical_projection,North & South,,1.9,30,0.6926,46
C16,vertical_projection,North & South,,1.9,40,0.7012,46
C16,vertical_projection,North & South,,1.9,50,0.7078,46
C16,vertical_projection,North & South,,2.0,0,0.6841,46
C16,vertical_projection,North & South,,2.0,10,0.6886,46
C16,vertical_projection,North & South,,2.0,20,0.6878,46
C16,vertical_projection,North & South,,2.0,30,0.6907,46
C16,vertical_projection,North & South,,2.0,40,0.6980,46
C16,vertical_projection,North & South,,2.0,50,0.7052,46
C16,vertical_projection,North & South,,2.1,0,0.6818,46
C16,vertical_projection,North & South,,2.1,10,0.6884,46
C16,vertical_projection,North & South,,2.1,20,0.6858,46
C16,vertical_projection,North & South,,2.1,30,0.6888,46
C16,vertical_projection,North & South,,2.1,40,0.6948,46
C16,vertical_projection,North & South,,2.1,50,0.7056,46
C16,vertical_projection,North & South,,2.2,0,0.6796,46
C16,vertical_projection,North & South,,2.2,10,0.6881,46
C16,vertical_projection,North & South,,2.2,20,0.6853,46
C16,vertical_projection,North & South,,2.2,30,0.6869,46
C16,vertical_projection,North & South,,2.2,40,0.6915,46
C16,vertical_projection,North & South,,2.2,50,0.7000,46
C16,vertical_projection,North & South,,2.3,0,0.6773,46
C16,vertical_projection,North & South,,2.3,10,0.6879,46
C16,vertical_projection,North & South,,2.3,20,0.6849,46
C16,vertical_projection,North & South,,2.3,30,0.6849,46
C16,vertical_projection,North & South,,2.3,40,0.6910,46
C16,vertical_projection,North & South,,2.3,50,0.6979,46
C16,vertical_projection,North & South,,2.4,0,0.6750,46
C16,vertical_projection,North & South,,2.4,10,0.6876,46
C16,vertical_projection,North & South,,2.4,20,0.6845,46
C16,vertical_projection,North & South,,2.4,30,0.6830,46
C16,vertical_projection,North & South,,2.4,40,0.6909,46
C16,vertical_projection,North & South,,2.4,50,0.6967,46
C16,vertical_projection,North & South,,2.5,0,0.6728,46
C16,vertical_projection,North & South,,2.5,10,0.6873,46
C16,vertical_projection,North & South,,2.5,20,0.6841,46
C16,vertical_projection,North & South,,2.5,30,0.6811,46
C16,vertical_projection,North & South,,2.5,40,0.6908,46
C16,vertical_projection,North & South,,2.5,50,0.6954,46
C16,vertical_projection,North & South,,2.6,0,0.6705,46
C16,vertical_projection,North & South,,2.6,10,0.6871,46
C16,vertical_projection,North & South,,2.6,20,0.6837,46
C16,vertical_projection,North & South,,2.6,30,0.6792,46
C16,vertical_projection,North & South,,2.6,40,0.6908,46
C16,vertical_projection,North & South,,2.6,50,0.6942,46
C16,vertical_projection,North & South,,2.7,0,0.6695,46
C16,vertical_projection,North & South,,2.7,10,0.6868,46
C16,vertical_projection,North & South,,2.7,20,0.6833,46
C16,vertical_projection,North & South,,2.7,30,0.6773,46
C16,vertical_projection,North & South,,2.7,40,0.6907,46
C16,vertical_projection,North & South,,2.7,50,0.6930,46
C16,vertical_projection,North & South,,2.8,0,0.6686,46
C16,vertical_projection,North & South,,2.8,10,0.6866,46
C16,vertical_projection,North & South,,2.8,20,0.6829,46
C16,vertical_projection,North & South,,2.8,30,0.6754,46
C16,vertical_projection,North & South,,2.8,40,0.6906,46
C16,vertical_projection,North & South,,2.8,50,0.6917,46
C16,vertical_projection,North & South,,2.9,0,0.6677,46
C16,vertical_projection,North & South,,2.9,10,0.6863,46
C16,vertical_projection,North & South,,2.9,20,0.6826,46
C16,vertical_projection,North & South,,2.9,30,0.6735,46
C16,vertical_projection,North & South,,2.9,40,0.6905,46
C16,vertical_projection,North & South,,2.9,50,0.6905,46
C16,vertical_projection,North & South,,3.0,0,0.6668,46
C16,vertical_projection,North & South,,3.0,10,0.6860,46
C16,vertical_projection,North & South,,3.0,20,0.6822,46
C16,vertical_projection,North & South,,3.0,30,0.6716,46
C16,vertical_projection,North & South,,3.0,40,0.6904,46
C16,vertical_projection,North & South,,3.0,50,0.6893,46
C17,vertical_projection,East & West,,0.1,0,0.9805,47
C17,vertical_projection,East & West,,0.1,10,0.9751,47
C17,vertical_projection,East & West,,0.1,20,0.9704,47
C17,vertical_projection,East & West,,0.1,30,0.9653,47
C17,vertical_projection,East & West,,0.1,40,0.9584,47
C17,vertical_projection,East & West,,0.1,50,0.9520,47
C17,vertical_projection,East & West,,0.2,0,0.9607,47
C17,vertical_projection,East & West,,0.2,10,0.9499,47
C17,vertical_projection,East & West,,0.2,20,0.9406,47
C17,vertical_projection,East & West,,0.2,30,0.9302,47
C17,vertical_projection,East & West,,0.2,40,0.9166,47
