table,device,orientation,R1,R2,inclination_deg,effective_SC,source_pdf_page
C19,vertical_projection,South-East & South-West,,1.9,0,0.5547,49
C19,vertical_projection,South-East & South-West,,1.9,10,0.5096,49
C19,vertical_projection,South-East & South-West,,1.9,20,0.4836,49
C19,vertical_projection,South-East & South-West,,1.9,30,0.4734,49
C19,vertical_projection,South-East & South-West,,1.9,40,0.4571,49
C19,vertical_projection,South-East & South-West,,1.9,50,0.4514,49
C19,vertical_projection,South-East & South-West,,2.0,0,0.5499,49
C19,vertical_projection,South-East & South-West,,2.0,10,0.5043,49
C19,vertical_projection,South-East & South-West,,2.0,20,0.4796,49
C19,vertical_projection,South-East & South-West,,2.0,30,0.4715,49
C19,vertical_projection,South-East & South-West,,2.0,40,0.4565,49
C19,vertical_projection,South-East & South-West,,2.0,50,0.4499,49
C19,vertical_projection,South-East & South-West,,2.1,0,0.5451,49
C19,vertical_projection,South-East & South-West,,2.1,10,0.4990,49
C19,vertical_projection,South-East & South-West,,2.1,20,0.4772,49
C19,vertical_projection,South-East & South-West,,2.1,30,0.4696,49
C19,vertical_projection,South-East & South-West,,2.1,40,0.4558,49
C19,vertical_projection,South-East & South-West,,2.1,50,0.4485,49
C19,vertical_projection,South-East & South-West,,2.2,0,0.5403,49
C19,vertical_projection,South-East & South-West,,2.2,10,0.4938,49
C19,vertical_projection,South-East & South-West,,2.2,20,0.4757,49
C19,vertical_projection,South-East & South-West,,2.2,30,0.4677,49
C19,vertical_projection,South-East & South-West,,2.2,40,0.4552,49
C19,vertical_projection,South-East & South-West,,2.2,50,0.4471,49
C19,vertical_projection,South-East & South-West,,2.3,0,0.5355,49
C19,vertical_projection,South-East & South-West,,2.3,10,0.4909,49
C19,vertical_projection,South-East & South-West,,2.3,20,0.4741,49
C19,vertical_projection,South-East & South-West,,2.3,30,0.4662,49
C19,vertical_projection,South-East & South-West,,2.3,40,0.4546,49
C19,vertical_projection,South-East & South-West,,2.3,50,0.4456,49
C19,vertical_projection,South-East & South-West,,2.4,0,0.5307,49
C19,vertical_projection,South-East & South-West,,2.4,10,0.4879,49
C19,vertical_projection,South-East & South-West,,2.4,20,0.4726,49
C19,vertical_projection,South-East & South-West,,2.4,30,0.4661,49
C19,vertical_projection,South-East & South-West,,2.4,40,0.4540,49
C19,vertical_projection,South-East & South-West,,2.4,50,0.4446,49
C19,vertical_projection,South-East & South-West,,2.5,0,0.5258,49
C19,vertical_projection,South-East & South-West,,2.5,10,0.4850,49
C19,vertical_projection,South-East & South-West,,2.5,20,0.4711,49
C19,vertical_projection,South-East & South-West,,2.5,30,0.4660,49
C19,vertical_projection,South-East & South-West,,2.5,40,0.4534,49
C19,vertical_projection,South-East & South-West,,2.5,50,0.4443,49
C19,vertical_projection,South-East & South-West,,2.6,0,0.5210,49
C19,vertical_projection,South-East & South-West,,2.6,10,0.4820,49
C19,vertical_projection,South-East & South-West,,2.6,20,0.4695,49
C19,vertical_projection,South-East & South-West,,2.6,30,0.4659,49
C19,vertical_projection,South-East & South-West,,2.6,40,0.4528,49
C19,vertical_projection,South-East & South-West,,2.6,50,0.4439,49
C19,vertical_projection,South-East & South-West,,2.7,0,0.5168,49
C19,vertical_projection,South-East & South-West,,2.7,10,0.4790,49
C19,vertical_projection,South-East & South-West,,2.7,20,0.4680,49
C19,vertical_projection,South-East & South-West,,2.7,30,0.4658,49
C19,vertical_projection,South-East & South-West,,2.7,40,0.4522,49
C19,vertical_projection,South-East & South-West,,2.7,50,0.4435,49
C19,vertical_projection,South-East & South-West,,2.8,0,0.5135,49
C19,vertical_projection,South-East & South-West,,2.8,10,0.4761,49
C19,vertical_projection,South-East & South-West,,2.8,20,0.4665,49
C19,vertical_projection,South-East & South-West,,2.8,30,0.4657,49
C19,vertical_projection,South-East & South-West,,2.8,40,0.4516,49
C19,vertical_projection,South-East & South-West,,2.8,50,0.4432,49
C19,vertical_projection,South-East & South-West,,2.9,0,0.5110,49
C19,vertical_projection,South-East & South-West,,2.9,10,0.4735,49
C19,vertical_projection,South-East & South-West,,2.9,20,0.4649,49
C19,vertical_projection,South-East & South-West,,2.9,30,0.4656,49
C19,vertical_projection,South-East & South-West,,2.9,40,0.4510,49
C19,vertical_projection,South-East & South-West,,2.9,50,0.4429,49
C19,vertical_projection,South-East & South-West,,3.0,0,0.5084,49
C19,vertical_projection,South-East & South-West,,3.0,10,0.4715,49
C19,vertical_projection,South-East & South-West,,3.0,20,0.4634,49
C19,vertical_projection,South-East & South-West,,3.0,30,0.4655,49
C19,vertical_projection,South-East & South-West,,3.0,40,0.4504,49
C19,vertical_projection,South-East & South-West,,3.0,50,0.4429,49
C20,egg_crate,North & South,0.2,0.2,0,0.8125,50
C20,egg_crate,North & South,0.2,0.2,10,0.8053,50
C20,egg_crate,North & South,0.2,0.2,20,0.8011,50
C20,egg_crate,North & South,0.2,0.2,30,0.8002,50
C20,egg_crate,North & South,0.2,0.2,40,0.8025,50
C20,egg_crate,North & South,0.2,0.4,0,0.7476,50
C20,egg_crate,North & South,0.2,0.4,10,0.7432,50
C20,egg_crate,North & South,0.2,0.4,20,0.7409,50
C20,egg_crate,North & South,0.2,0.4,30,0.7409,50
C20,egg_crate,North & South,0.2,0.4,40,0.7431,50
C20,egg_crate,North & South,0.2,0.6,0,0.7086,50
C20,egg_crate,North & South,0.2,0.6,10,0.7059,50
C20,egg_crate,North & South,0.2,0.6,20,0.7047,50
C20,egg_crate,North & South,0.2,0.6,30,0.7050,50
C20,egg_crate,North & South,0.2,0.6,40,0.7068,50
C20,egg_crate,North & South,0.2,0.8,0,0.6945,50
C20,egg_crate,North & South,0.2,0.8,10,0.6926,50
C20,egg_crate,North & South,0.2,0.8,20,0.6917,50
C20,egg_crate,North & South,0.2,0.8,30,0.6920,50
C20,egg_crate,North & South,0.2,0.8,40,0.6934,50
C20,egg_crate,North & South,0.2,1.0,0,0.6850,50
C20,egg_crate,North & South,0.2,1.0,10,0.6836,50
C20,egg_crate,North & South,0.2,1.0,20,0.6829,50
C20,egg_crate,North & South,0.2,1.0,30,0.6832,50
C20,egg_crate,North & South,0.2,1.0,40,0.6843,50
C20,egg_crate,North & South,0.2,1.2,0,0.6802,50
C20,egg_crate,North & South,0.2,1.2,10,0.6790,50
C20,egg_crate,North & South,0.2,1.2,20,0.6785,50
C20,egg_crate,North & South,0.2,1.2,30,0.6787,50
C20,egg_crate,North & South,0.2,1.2,40,0.6796,50
C20,egg_crate,North & South,0.2,1.4,0,0.6779,50
C20,egg_crate,North & South,0.2,1.4,10,0.6768,50
C20,egg_crate,North & South,0.2,1.4,20,0.6764,50
C20,egg_crate,North & South,0.2,1.4,30,0.6766,50
C20,egg_crate,North & South,0.2,1.4,40,0.6774,50
C20,egg_crate,North & South,0.2,1.6,0,0.6756,50
C20,egg_crate,North & South,0.2,1.6,10,0.6747,50
C20,egg_crate,North & South,0.2,1.6,20,0.6743,50
C20,egg_crate,North & South,0.2,1.6,30,0.6744,50
C20,egg_crate,North & South,0.2,1.6,40,0.6752,50
C20,egg_crate,North & South,0.2,1.8,0,0.6733,50
C20,egg_crate,North & South,0.2,1.8,10,0.6725,50
C20,egg_crate,North & South,0.2,1.8,20,0.6722,50
C20,egg_crate,North & South,0.2,1.8,30,0.6723,50
C20,egg_crate,North & South,0.2,1.8,40,0.6729,50
C20,egg_crate,North & South,0.4,0.2,0,0.7184,50
C20,egg_crate,North & South,0.4,0.2,10,0.7070,50
C20,egg_crate,North & South,0.4,0.2,20,0.7002,50
C20,egg_crate,North & South,0.4,0.2,30,0.6977,50
C20,egg_crate,North & South,0.4,0.2,40,0.6995,50
C20,egg_crate,North & South,0.4,0.4,0,0.6808,50
C20,egg_crate,North & South,0.4,0.4,10,0.6747,50
C20,egg_crate,North & South,0.4,0.4,20,0.6716,50
C20,egg_crate,North & South,0.4,0.4,30,0.6709,50
C20,egg_crate,North & South,0.4,0.4,40,0.6727,50
C20,egg_crate,North & South,0.4,0.6,0,0.6631,50
C20,egg_crate,North & South,0.4,0.6,10,0.6604,50
C20,egg_crate,North & South,0.4,0.6,20,0.6593,50
C20,egg_crate,North & South,0.4,0.6,30,0.6594,50
C20,egg_crate,North & South,0.4,0.6,40,0.6605,50
C20,egg_crate,North & South,0.4,0.8,0,0.6601,50
C20,egg_crate,North & South,0.4,0.8,10,0.6586,50
C20,egg_crate,North & South,0.4,0.8,20,0.6581,50
C20,egg_crate,North & South,0.4,0.8,30,0.6581,50
C20,egg_crate,North & South,0.4,0.8,40,0.6587,50
C20,egg_crate,North & South,0.4,1.0,0,0.6587,50
C20,egg_crate,North & South,0.4,1.0,10,0.6580,50
C20,egg_crate,North & South,0.4,1.0,20,0.6578,50
C20,egg_crate,North & South,0.4,1.0,30,0.6578,50
C20,egg_crate,North & South,0.4,1.0,40,0.6580,50
C20,egg_crate,North & South,0.4,1.2,0,0.6582,50
C20,egg_crate,North & South,0.4,1.2,10,0.6577,50
C20,egg_crate,North & South,0.4,1.2,20,0.6577,50
C20,egg_crate,North & South,0.4,1.2,30,0.6577,50
C20,egg_crate,North & South,0.4,1.2,40,0.6577,50
C20,egg_crate,North & South,0.4,1.4,0,0.6581,50
C20,egg_crate,North & South,0.4,1.4,10,0.6577,50
C20,egg_crate,North & South,0.4,1.4,20,0.6577,50
C20,egg_crate,North & South,0.4,1.4,30,0.6577,50
C20,egg_crate,North & South,0.4,1.4,40,0.6577,50
C20,egg_crate,North & South,0.4,1.6,0,0.6581,50
C20,egg_crate,North & South,0.4,1.6,10,0.6577,50
C20,egg_crate,North & South,0.4,1.6,20,0.6577,50
C20,egg_crate,North & South,0.4,1.6,30,0.6577,50
C20,egg_crate,North & South,0.4,1.6,40,0.6577,50
C20,egg_crate,North & South,0.4,1.8,0,0.6581,50
C20,egg_crate,North & South,0.4,1.8,10,0.6577,50
C20,egg_crate,North & South,0.4,1.8,20,0.6577,50
C20,egg_crate,North & South,0.4,1.8,30,0.6577,50
C20,egg_crate,North & South,0.4,1.8,40,0.6577,50
C20,egg_crate,North & South,0.6,0.2,0,0.6840,50
C20,egg_crate,North & South,0.6,0.2,10,0.6769,50
C20,egg_crate,North & South,0.6,0.2,20,0.6728,50
C20,egg_crate,North & South,0.6,0.2,30,0.6703,50
C20,egg_crate,North & South,0.6,0.2,40,0.6687,50
C20,egg_crate,North & South,0.6,0.4,0,0.6638,50
C20,egg_crate,North & South,0.6,0.4,10,0.6618,50
C20,egg_crate,North & South,0.6,0.4,20,0.6608,50
C20,egg_crate,North & South,0.6,0.4,30,0.6602,50
C20,egg_crate,North & South,0.6,0.4,40,0.6599,50
C20,egg_crate,North & South,0.6,0.6,0,0.6577,50
C20,egg_crate,North & South,0.6,0.6,10,0.6577,50
C20,egg_crate,North & South,0.6,0.6,20,0.6577,50
C20,egg_crate,North & South,0.6,0.6,30,0.6577,50
C20,egg_crate,North & South,0.6,0.6,40,0.6577,50
C20,egg_crate,North & South,0.6,0.8,0,0.6577,50
C20,egg_crate,North & South,0.6,0.8,10,0.6577,50
C20,egg_crate,North & South,0.6,0.8,20,0.6577,50
C20,egg_crate,North & South,0.6,0.8,30,0.6577,50
C20,egg_crate,North & South,0.6,0.8,40,0.6577,50
C20,egg_crate,North & South,0.6,1.0,0,0.6577,50
C20,egg_crate,North & South,0.6,1.0,10,0.6577,50
C20,egg_crate,North & South,0.6,1.0,20,0.6577,50
C20,egg_crate,North & South,0.6,1.0,30,0.6577,50
C20,egg_crate,North & South,0.6,1.0,40,0.6577,50
C20,egg_crate,North & South,0.6,1.2,0,0.6577,50
C20,egg_crate,North & South,0.6,1.2,10,0.6577,50
C20,egg_crate,North & South,0.6,1.2,20,0.6577,50
C20,egg_crate,North & South,0.6,1.2,30,0.6577,50
C20,egg_crate,North & South,0.6,1.2,40,0.6577,50
C20,egg_crate,North & South,0.6,1.4,0,0.6577,50
C20,egg_crate,North & South,0.6,1.4,10,0.6577,50
C20,egg_crate,North & South,0.6,1.4,20,0.6577,50
C20,egg_crate,North & South,0.6,1.4,30,0.6577,50
C20,egg_crate,North & South,0.6,1.4,40,0.6577,50
C20,egg_crate,North & South,0.6,1.6,0,0.6577,50
C20,egg_crate,North & South,0.6,1.6,10,0.6577,50
C20,egg_crate,North & South,0.6,1.6,20,0.6577,50
C20,egg_crate,North & South,0.6,1.6,30,0.6577,50
C20,egg_crate,North & South,0.6,1.6,40,0.6577,50
C20,egg_crate,North & South,0.6,1.8,0,0.6577,50
C20,egg_crate,North & South,0.6,1.8,10,0.6577,50
C20,egg_crate,North & South,0.6,1.8,20,0.6577,50
C20,egg_crate,North & South,0.6,1.8,30,0.6577,50
C20,egg_crate,North & South,0.6,1.8,40,0.6577,50
C20,egg_crate,North & South,0.8,0.2,0,0.6740,51
C20,egg_crate,North & South,0.8,0.2,10,0.6688,51
C20,egg_crate,North & South,0.8,0.2,20,0.6645,51
C20,egg_crate,North & South,0.8,0.2,30,0.6622,51
C20,egg_crate,North & South,0.8,0.2,40,0.6612,51
C20,egg_crate,North & South,0.8,0.4,0,0.6609,51
C20,egg_crate,North & South,0.8,0.4,10,0.6598,51
C20,egg_crate,North & South,0.8,0.4,20,0.6589,51
C20,egg_crate,North & South,0.8,0.4,30,0.6584,51
C20,egg_crate,North & South,0.8,0.4,40,0.6583,51
C20,egg_crate,North & South,0.8,0.6,0,0.6577,51
C20,egg_crate,North & South,0.8,0.6,10,0.6577,51
C20,egg_crate,North & South,0.8,0.6,20,0.6577,51
C20,egg_crate,North & South,0.8,0.6,30,0.6577,51
C20,egg_crate,North & South,0.8,0.6,40,0.6577,51
C20,egg_crate,North & South,0.8,0.8,0,0.6577,51
C20,egg_crate,North & South,0.8,0.8,10,0.6577,51
C20,egg_crate,North & South,0.8,0.8,20,0.6577,51
C20,egg_crate,North & South,0.8,0.8,30,0.6577,51
C20,egg_crate,North & South,0.8,0.8,40,0.6577,51
C20,egg_crate,North & South,0.8,1.0,0,0.6577,51
C20,egg_crate,North & South,0.8,1.0,10,0.6577,51
C20,egg_crate,North & South,0.8,1.0,20,0.6577,51
C20,egg_crate,North & South,0.8,1.0,30,0.6577,51
C20,egg_crate,North & South,0.8,1.0,40,0.6577,51
C20,egg_crate,North & South,0.8,1.2,0,0.6577,51
C20,egg_crate,North & South,0.8,1.2,10,0.6577,51
C20,egg_crate,North & South,0.8,1.2,20,0.6577,51
C20,egg_crate,North & South,0.8,1.2,30,0.6577,51
C20,egg_crate,North & South,0.8,1.2,40,0.6577,51
C20,egg_crate,North & South,0.8,1.4,0,0.6577,51
C20,egg_crate,North & South,0.8,1.4,10,0.6577,51
C20,egg_crate,North & South,0.8,1.4,20,0.6577,51
C20,egg_crate,North & South,0.8,1.4,30,0.6577,51
C20,egg_crate,North & South,0.8,1.4,40,0.6577,51
C20,egg_crate,North & South,0.8,1.6,0,0.6577,51
C20,egg_crate,North & South,0.8,1.6,10,0.6577,51
C20,egg_crate,North & South,0.8,1.6,20,0.6577,51
C20,egg_crate,North & South,0.8,1.6,30,0.6577,51
C20,egg_crate,North & South,0.8,1.6,40,0.6577,51
C20,egg_crate,North & South,0.8,1.8,0,0.6577,51
C20,egg_crate,North & South,0.8,1.8,10,0.6577,51
C20,egg_crate,North & South,0.8,1.8,20,0.6577,51
C20,egg_crate,North & South,0.8,1.8,30,0.6577,51
C20,egg_crate,North & South,0.8,1.8,40,0.6577,51
C20,egg_crate,North & South,1.0,0.2,0,0.6681,51
C20,egg_crate,North & South,1.0,0.2,10,0.6638,51
C20,egg_crate,North & South,1.0,0.2,20,0.6619,51
C20,egg_crate,North & South,1.0,0.2,30,0.6603,51
C20,egg_crate,North & South,1.0,0.2,40,0.6590,51
C20,egg_crate,North & South,1.0,0.4,0,0.6595,51
C20,egg_crate,North & South,1.0,0.4,10,0.6586,51
C20,egg_crate,North & South,1.0,0.4,20,0.6584,51
C20,egg_crate,North & South,1.0,0.4,30,0.6581,51
C20,egg_crate,North & South,1.0,0.4,40,0.6579,51
C20,egg_crate,North & South,1.0,0.6,0,0.6577,51
C20,egg_crate,North & South,1.0,0.6,10,0.6577,51
C20,egg_crate,North & South,1.0,0.6,20,0.6577,51
C20,egg_crate,North & South,1.0,0.6,30,0.6577,51
C20,egg_crate,North & South,1.0,0.6,40,0.6577,51
C20,egg_crate,North & South,1.0,0.8,0,0.6577,51
C20,egg_crate,North & South,1.0,0.8,10,0.6577,51
C20,egg_crate,North & South,1.0,0.8,20,0.6577,51
C20,egg_crate,North & South,1.0,0.8,30,0.6577,51
C20,egg_crate,North & South,1.0,0.8,40,0.6577,51
C20,egg_crate,North & South,1.0,1.0,0,0.6577,51
C20,egg_crate,North & South,1.0,1.0,10,0.6577,51
C20,egg_crate,North & South,1.0,1.0,20,0.6577,51
C20,egg_crate,North & South,1.0,1.0,30,0.6577,51
C20,egg_crate,North & South,1.0,1.0,40,0.6577,51
C20,egg_crate,North & South,1.0,1.2,0,0.6577,51
C20,egg_crate,North & South,1.0,1.2,10,0.6577,51
C20,egg_crate,North & South,1.0,1.2,20,0.6577,51
C20,egg_crate,North & South,1.0,1.2,30,0.6577,51
C20,egg_crate,North & South,1.0,1.2,40,0.6577,51
C20,egg_crate,North & South,1.0,1.4,0,0.6577,51
C20,egg_crate,North & South,1.0,1.4,10,0.6577,51
C20,egg_crate,North & South,1.0,1.4,20,0.6577,51
C20,egg_crate,North & South,1.0,1.4,30,0.6577,51
C20,egg_crate,North & South,1.0,1.4,40,0.6577,51
C20,egg_crate,North & South,1.0,1.6,0,0.6577,51
C20,egg_crate,North & South,1.0,1.6,10,0.6577,51
C20,egg_crate,North & South,1.0,1.6,20,0.6577,51
C20,egg_crate,North & South,1.0,1.6,30,0.6577,51
C20,egg_crate,North & South,1.0,1.6,40,0.6577,51
C20,egg_crate,North & South,1.0,1.8,0,0.6577,51
C20,egg_crate,North & South,1.0,1.8,10,0.6577,51
C20,egg_crate,North & South,1.0,1.8,20,0.6577,51
C20,egg_crate,North & South,1.0,1.8,30,0.6577,51
C20,egg_crate,North & South,1.0,1.8,40,0.6577,51
C20,egg_crate,North & South,1.2,0.2,0,0.6651,51
C20,egg_crate,North & South,1.2,0.2,10,0.6626,51
C20,egg_crate,North & South,1.2,0.2,20,0.6603,51
C20,egg_crate,North & South,1.2,0.2,30,0.6584,51
C20,egg_crate,North & South,1.2,0.2,40,0.6577,51
C20,egg_crate,North & South,1.2,0.4,0,0.6588,51
C20,egg_crate,North & South,1.2,0.4,10,0.6585,51
C20,egg_crate,North & South,1.2,0.4,20,0.6581,51
C20,egg_crate,North & South,1.2,0.4,30,0.6578,51
C20,egg_crate,North & South,1.2,0.4,40,0.6577,51
C20,egg_crate,North & South,1.2,0.6,0,0.6577,51
C20,egg_crate,North & South,1.2,0.6,10,0.6577,51
C20,egg_crate,North & South,1.2,0.6,20,0.6577,51
C20,egg_crate,North & South,1.2,0.6,30,0.6577,51
C20,egg_crate,North & South,1.2,0.6,40,0.6577,51
C20,egg_crate,North & South,1.2,0.8,0,0.6577,51
C20,egg_crate,North & South,1.2,0.8,10,0.6577,51
C20,egg_crate,North & South,1.2,0.8,20,0.6577,51
C20,egg_crate,North & South,1.2,0.8,30,0.6577,51
C20,egg_crate,North & South,1.2,0.8,40,0.6577,51
C20,egg_crate,North & South,1.2,1.0,0,0.6577,51
C20,egg_crate,North & South,1.2,1.0,10,0.6577,51
C20,egg_crate,North & South,1.2,1.0,20,0.6577,51
C20,egg_crate,North & South,1.2,1.0,30,0.6577,51
C20,egg_crate,North & South,1.2,1.0,40,0.6577,51
C20,egg_crate,North & South,1.2,1.2,0,0.6577,51
C20,egg_crate,North & South,1.2,1.2,10,0.6577,51
C20,egg_crate,North & South,1.2,1.2,20,0.6577,51
C20,egg_crate,North & South,1.2,1.2,30,0.6577,51
C20,egg_crate,North & South,1.2,1.2,40,0.6577,51
C20,egg_crate,North & South,1.2,1.4,0,0.6577,51
C20,egg_crate,North & South,1.2,1.4,10,0.6577,51
C20,egg_crate,North & South,1.2,1.4,20,0.6577,51
C20,egg_crate,North & South,1.2,1.4,30,0.6577,51
C20,egg_crate,North & South,1.2,1.4,40,0.6577,51
C20,egg_crate,North & South,1.2,1.6,0,0.6577,51
C20,egg_crate,North & South,1.2,1.6,10,0.6577,51
C20,egg_crate,North & South,1.2,1.6,20,0.6577,51
C20,egg_crate,North & South,1.2,1.6,30,0.6577,51
C20,egg_crate,North & South,1.2,1.6,40,0.6577,51
C20,egg_crate,North & South,1.2,1.8,0,0.6577,51
C20,egg_crate,North & South,1.2,1.8,10,0.6577,51
C20,egg_crate,North & South,1.2,1.8,20,0.6577,51
C20,egg_crate,North & South,1.2,1.8,30,0.6577,51
C20,egg_crate,North & South,1.2,1.8,40,0.6577,51
C20,egg_crate,North & South,1.4,0.2,0,0.6642,52
C20,egg_crate,North & South,1.4,0.2,10,0.6613,52
C20,egg_crate,North & South,1.4,0.2,20,0.6587,52
C20,egg_crate,North & South,1.4,0.2,30,0.6577,52
C20,egg_crate,North & South,1.4,0.2,40,0.6577,52
C20,egg_crate,North & South,1.4,0.4,0,0.6587,52
C20,egg_crate,North & South,1.4,0.4,10,0.6583,52
C20,egg_crate,North & South,1.4,0.4,20,0.6579,52
C20,egg_crate,North & South,1.4,0.4,30,0.6577,52
C20,egg_crate,North & South,1.4,0.4,40,0.6577,52
C20,egg_crate,North & South,1.4,0.6,0,0.6577,52
C20,egg_crate,North & South,1.4,0.6,10,0.6577,52
C20,egg_crate,North & South,1.4,0.6,20,0.6577,52
C20,egg_crate,North & South,1.4,0.6,30,0.6577,52
C20,egg_crate,North & South,1.4,0.6,40,0.6577,52
C20,egg_crate,North & South,1.4,0.8,0,0.6577,52
C20,egg_crate,North & South,1.4,0.8,10,0.6577,52
C20,egg_crate,North & South,1.4,0.8,20,0.6577,52
C20,egg_crate,North & South,1.4,0.8,30,0.6577,52
C20,egg_crate,North & South,1.4,0.8,40,0.6577,52
C20,egg_crate,North & South,1.4,1.0,0,0.6577,52
C20,egg_crate,North & South,1.4,1.0,10,0.6577,52
C20,egg_crate,North & South,1.4,1.0,20,0.6577,52
C20,egg_crate,North & South,1.4,1.0,30,0.6577,52
C20,egg_crate,North & South,1.4,1.0,40,0.6577,52
C20,egg_crate,North & South,1.4,1.2,0,0.6577,52
C20,egg_crate,North & South,1.4,1.2,10,0.6577,52
C20,egg_crate,North & South,1.4,1.2,20,0.6577,52
C20,egg_crate,North & South,1.4,1.2,30,0.6577,52
C20,egg_crate,North & South,1.4,1.2,40,0.6577,52
C20,egg_crate,North & South,1.4,1.4,0,0.6577,52
C20,egg_crate,North & South,1.4,1.4,10,0.6577,52
C20,egg_crate,North & South,1.4,1.4,20,0.6577,52
C20,egg_crate,North & South,1.4,1.4,30,0.6577,52
C20,egg_crate,North & South,1.4,1.4,40,0.6577,52
C20,egg_crate,North & South,1.4,1.6,0,0.6577,52
C20,egg_crate,North & South,1.4,1.6,10,0.6577,52
C20,egg_crate,North & South,1.4,1.6,20,0.6577,52
C20,egg_crate,North & South,1.4,1.6,30,0.6577,52
C20,egg_crate,North & South,1.4,1.6,40,0.6577,52
C20,egg_crate,North & South,1.4,1.8,0,0.6577,52
C20,egg_crate,North & South,1.4,1.8,10,0.6577,52
C20,egg_crate,North & South,1.4,1.8,20,0.6577,52
C20,egg_crate,North & South,1.4,1.8,30,0.6577,52
C20,egg_crate,North & South,1.4,1.8,40,0.6577,52
C20,egg_crate,North & South,1.6,0.2,0,0.6634,52
C20,egg_crate,North & South,1.6,0.2,10,0.6601,52
C20,egg_crate,North & South,1.6,0.2,20,0.6580,52
C20,egg_crate,North & South,1.6,0.2,30,0.6577,52
C20,egg_crate,North & South,1.6,0.2,40,0.6577,52
C20,egg_crate,North & South,1.6,0.4,0,0.6586,52
C20,egg_crate,North & South,1.6,0.4,10,0.6581,52
C20,egg_crate,North & South,1.6,0.4,20,0.6578,52
C20,egg_crate,North & South,1.6,0.4,30,0.6577,52
C20,egg_crate,North & South,1.6,0.4,40,0.6577,52
C20,egg_crate,North & South,1.6,0.6,0,0.6577,52
C20,egg_crate,North & South,1.6,0.6,10,0.6577,52
C20,egg_crate,North & South,1.6,0.6,20,0.6577,52
C20,egg_crate,North & South,1.6,0.6,30,0.6577,52
C20,egg_crate,North & South,1.6,0.6,40,0.6577,52
C20,egg_crate,North & South,1.6,0.8,0,0.6577,52
C20,egg_crate,North & South,1.6,0.8,10,0.6577,52
C20,egg_crate,North & South,1.6,0.8,20,0.6577,52
C20,egg_crate,North & South,1.6,0.8,30,0.6577,52
C20,egg_crate,North & South,1.6,0.8,40,0.6577,52
C20,egg_crate,North & South,1.6,1.0,0,0.6577,52
C20,egg_crate,North & South,1.6,1.0,10,0.6577,52
C20,egg_crate,North & South,1.6,1.0,20,0.6577,52
C20,egg_crate,North & South,1.6,1.0,30,0.6577,52
C20,egg_crate,North & South,1.6,1.0,40,0.6577,52
C20,egg_crate,North & South,1.6,1.2,0,0.6577,52
C20,egg_crate,North & South,1.6,1.2,10,0.6577,52
C20,egg_crate,North & South,1.6,1.2,20,0.6577,52
C20,egg_crate,North & South,1.6,1.2,30,0.6577,52
C20,egg_crate,North & South,1.6,1.2,40,0.6577,52
C20,egg_crate,North & South,1.6,1.4,0,0.6577,52
C20,egg_crate,North & South,1.6,1.4,10,0.6577,52
C20,egg_crate,North & South,1.6,1.4,20,0.6577,52
C20,egg_crate,North & South,1.6,1.4,30,0.6577,52
C20,egg_crate,North & South,1.6,1.4,40,0.6577,52
C20,egg_crate,North & South,1.6,1.6,0,0.6577,52
C20,egg_crate,North & South,1.6,1.6,10,0.6577,52
C20,egg_crate,North & South,1.6,1.6,20,0.6577,52
C20,egg_crate,North & South,1.6,1.6,30,0.6577,52
C20,egg_crate,North & South,1.6,1.6,40,0.6577,52
C20,egg_crate,North & South,1.6,1.8,0,0.6577,52
C20,egg_crate,North & South,1.6,1.8,10,0.6577,52
C20,egg_crate,North & South,1.6,1.8,20,0.6577,52
C20,egg_crate,North & South,1.6,1.8,30,0.6577,52
C20,egg_crate,North & South,1.6,1.8,40,0.6577,52
C20,egg_crate,North & South,1.8,0.2,0,0.6626,52
C20,egg_crate,North & South,1.8,0.2,10,0.6589,52
C20,egg_crate,North & South,1.8,0.2,20,0.6577,52
C20,egg_crate,North & South,1.8,0.2,30,0.6577,52
C20,egg_crate,North & South,1.8,0.2,40,0.6577,52
C20,egg_crate,North & South,1.8,0.4,0,0.6584,52
C20,egg_crate,North & South,1.8,0.4,10,0.6579,52
C20,egg_crate,North & South,1.8,0.4,20,0.6577,52
C20,egg_crate,North & South,1.8,0.4,30,0.6577,52
C20,egg_crate,North & South,1.8,0.4,40,0.6577,52
C20,egg_crate,North & South,1.8,0.6,0,0.6577,52
C20,egg_crate,North & South,1.8,0.6,10,0.6577,52
C20,egg_crate,North & South,1.8,0.6,20,0.6577,52
C20,egg_crate,North & South,1.8,0.6,30,0.6577,52
C20,egg_crate,North & South,1.8,0.6,40,0.6577,52
C20,egg_crate,North & South,1.8,0.8,0,0.6577,52
C20,egg_crate,North & South,1.8,0.8,10,0.6577,52
C20,egg_crate,North & South,1.8,0.8,20,0.6577,52
C20,egg_crate,North & South,1.8,0.8,30,0.6577,52
C20,egg_crate,North & South,1.8,0.8,40,0.6577,52
C20,egg_crate,North & South,1.8,1.0,0,0.6577,52
C20,egg_crate,North & South,1.8,1.0,10,0.6577,52
C20,egg_crate,North & South,1.8,1.0,20,0.6577,52
C20,egg_crate,North & South,1.8,1.0,30,0.6577,52
C20,egg_crate,North & South,1.8,1.0,40,0.6577,52
C20,egg_crate,North & South,1.8,1.2,0,0.6577,52
C20,egg_crate,North & South,1.8,1.2,10,0.6577,52
C20,egg_crate,North & South,1.8,1.2,20,0.6577,52
